tic_id,GAIA_Source,VSX_OID,VSX_Period,VSX_Type,GAIA_epsi,GAIA_sepsi,GAIA_RUWE,GAIA_RV,GAIA_e_RV,VSX_angDist,VSX_Match_Score,GAIA_angDist,GAIA_Match_Score,GAIA_RAJ2000,GAIA_DEJ2000,TIC_Tmag,GAIA_Gmag,num_sectors,best_subject_id,NSSmodel,NSS_Per,NSS_Vcm,NSS_Flags
207051961,3324390281512577408,685267,5.900112,EA,0.017,0.057367,1.046,-77.03,5.57,34.831291,1.0,1.307292,4.0,97.75369173295,7.03455228387,13.8645,15.064792,4,31399213,,,,
220082557,3328060034710782336,2212817,2.257188,EA,0.148,25.723,1.174,,,0.018078,1.0,0.020476,4.0,98.74812484925,11.28494165074,11.2166,11.531557,4,31326924,,,,
229178824,3329740814330728960,24689,1.137793,E,0.106,13.021,1.049,4.12,7.81,0.143051,1.0,0.165114,4.0,91.33378998798,10.07374493857,11.6896,11.864623,1,56960271,,,,
291385340,3331547002697162368,79477,15.7199,EA,0.088,9.0686,1.022,,,0.009192,1.0,0.14841,4.0,94.36395866278,11.00486281249,10.5074,10.863731,4,31335130,,,,
438119688,3332641218626235392,79784,2.0295,EA,0.09,9.1061,0.946,28.71,0.56,77.29577,1.0,0.190167,4.0,95.89726627385,14.18689633466,9.48399,9.819263,1,56953561,,,,
144695651,3334518570308918656,77999,5.297694,ED,0.136,32.311,1.024,,,0.077208,1.0,0.10212,4.0,84.94398372762,8.18409398166,10.5706,10.997462,4,31816624,SB2,1.1482140741985922,37.272135944318336,25165824.0
436007914,3334639860184333696,1503618,2.58216,EA,0.177,54.154,1.242,0.98,8.21,0.016408,1.0,0.105604,4.0,83.5291737636,7.93878094609,11.082,11.414303,1,56371463,SB1,2.5822744372484774,-13.21917552884,0.0
156241056,3337025761759515776,144294,1.78018,EA,0.115,23.364,1.125,,,0.025845,1.0,0.09625,4.0,86.41274519427,11.32658570968,9.57409,9.871912,4,31807661,,,,
311271081,3339211934473498368,684127,0.06184848,EA/HW,0.046,1.2026,0.994,,,0.019821,1.0,0.112055,4.0,80.58051662843,10.6719248969,14.4272,14.472228,1,56369525,,,,
151233402,3342736079696731264,23406,0.809143,EW/DW,0.087,12.07,0.961,,,0.030016,1.0,0.18449,4.0,91.25112291179,12.55131401793,10.5956,10.944088,1,56961797,,,,
294124071,3344032438265696384,79200,0.54175,ESD|RRC|EC,0.089,10.515,0.933,,,0.432388,1.0,0.255741,4.0,92.88869506701,12.83055057796,9.7758,10.173885,1,56960202,,,,
294352977,3345652529993463552,24090,10.393599,EA,0.111,14.682,1.071,,,0.044884,1.0,0.294599,4.0,93.01568046925,14.93393307384,10.0912,10.44747,1,56963159,,,,
91606450,3349557552916670592,78513,0.381483,RRC|EC|ESD,0.049,3.0688,0.824,,,0.072646,1.0,0.250398,4.0,88.52140911175,15.87948693322,9.54475,9.896885,1,56971292,,,,
247923859,3349641974793228160,35083,2.043926,EA/SD:,0.128,21.193,1.102,,,0.078983,1.0,0.294411,4.0,88.08909326417,16.28354726324,10.5386,10.736537,1,56964260,,,,
202049901,3350708668573175424,1686210,1.5953409,EB,0.131,22.711,1.024,-1.9,2.27,31.320866,1.0,0.096337,4.0,101.32685687192,10.09446092329,11.235,11.559555,1,57002125,,,,
139460937,335286213942782208,377,2.55428,EA,1.615,1078.2,4.613,,,0.077817,1.0,0.073273,0.0,39.07869914768,40.20484946031,7.54997,7.525998,1,39472991,,,,
386423419,3353388079627565440,2212874,5.79088,EA,0.42,243.25,2.9,25.39,4.86,0.002348,1.0,0.064312,4.0,104.47243183426,13.6312693856,11.0259,11.293915,1,56974681,,,,
26182280,3353699207058115712,649267,0.3409066,EW,0.0,0.0,0.979,,,0.019217,1.0,0.147916,4.0,106.6436752277,14.67594722627,14.3664,14.835541,1,56961933,,,,
387684419,3354222505874657280,1689116,0.3944828,EW,0.0,0.0,1.002,,,119.872429,1.0,1.891986,4.0,103.17811359894,14.27262070315,16.3098,16.275631,1,56960997,,,,
387614873,3354921554752179584,718608,0.665222,EW,0.107,17.542,0.886,11.37,9.11,0.011242,1.0,0.148452,4.0,103.22856744238,15.41740196926,10.9466,11.185408,1,56973594,,,,
438212183,3356647100813501568,1677128,0.8869156,EA,0.0,0.0,0.895,56.85,8.14,72.782048,1.0,1.191595,4.0,96.42867406634,14.46787863426,13.9685,15.132494,1,31337390,,,,
308055615,3357080991290323968,80495,0.425328,EC|RRC|DSCT,0.432,238.92,2.888,46.06,15.92,0.085206,1.0,0.291614,4.0,99.4466572398,15.953822181,11.1512,11.551819,1,56963370,,,,
438490744,3358628592564415488,620698,1.665461,EA,0.132,2.1065,1.123,106.57,4.96,0.400981,1.0,3.026253,4.0,100.25597515463,16.58961014525,14.1396,15.475746,2,31403308,,,,
308255000,3358696792346046080,702011,3.842372,E,0.129,22.169,1.08,-11.58,31.8,0.114748,1.0,0.017909,4.0,99.78834304189,16.82625328276,11.8068,11.887346,1,31803071,,,,
445990173,3359976628178895616,82124,1.41042,ESD,0.318,93.528,2.649,-33.93,18.99,0.076855,1.0,0.140522,2.0,106.37430865381,15.34903677136,9.4377,9.805571,1,56958083,,,,
457088925,3360820121099002112,81937,1.4555,ESD|ED,0.072,5.6023,0.905,,,0.044789,1.0,0.261674,4.0,105.63707768942,15.89823165814,10.3591,10.686007,1,57001832,,,,
438338723,3369361402301215616,620659,1.849069,EA,0.052,3.2661,0.954,-40.97,1.4,0.143168,1.0,0.093755,4.0,97.00562690269,16.38889939039,11.935,12.353405,1,56972528,,,,
20876588,337686207308089472,1501751,3.1507,EA,0.188,62.914,1.144,,,0.006919,1.0,0.127915,4.0,42.284078344,44.2522215799,10.9441,11.312037,1,39487407,,,,
284863911,3387920574461267840,77045,0.342771,EW,0.035,1.2682,0.896,12.44,33.06,0.038489,1.0,0.075916,4.0,77.12554158039,11.52926956754,11.8753,12.480316,2,30912700,,,,
303682287,3392919061696500352,24424,2.10829,EB,0.086,8.9933,1.013,-18.72,20.63,0.034313,1.0,0.247231,4.0,75.76296138314,14.76569891454,8.48242,8.944407,4,30925572,SB1,2.1083430802777907,-0.16112751766893,0.0
396615018,340182545379104768,2213341,1.631148,EA,0.085,8.5306,0.965,-11.42,11.25,1.444235,1.0,0.144587,4.0,39.89617416558,42.97212921504,11.3281,11.696503,1,39478174,,,,
86396382,3435282862461427072,232791,1.091422,EP,0.108,14.446,0.868,20.62,1.44,0.092205,1.0,0.113827,4.0,97.63665253848,29.67229541736,11.0967,11.498614,1,40870283,,,,
28763683,343564368267728768,362788,0.8917354,EA/EL,0.0,1.7297e-15,0.889,,,0.159926,1.0,0.02374,2.0,27.16296766046,38.38735589145,13.482,13.535131,2,39477530,,,,
172171873,3436234803310568448,3807,2.52501922,EA/DM,0.346,115.6,1.011,,,0.063419,1.0,0.503859,4.0,98.1132698606,32.45489789697,5.7774,5.802026,1,40882851,,,,
138333980,3440630513359154688,4216,3.2057,EA,0.128,10.891,1.07,,,0.054337,1.0,1.059402,2.0,95.51273661037,34.59735119107,7.1312,7.517847,1,40868539,,,,
75507062,3444230245708929920,282793,0.674,EA,0.358,225.74,1.109,,,0.063614,1.0,0.496296,4.0,85.33740309728,29.48741575619,6.49797,6.39104,1,40149420,,,,
184679932,345093337969643392,2213330,2.1702579,EA,0.098,12.966,1.158,3.68,4.31,0.135549,1.0,0.402257,4.0,32.29399665452,40.40200522442,9.25319,9.630258,1,39483044,SB1,2.17218374514728,-1.5465041973662,0.0
174757717,3456970596179014144,2213395,8.63987,EA,0.086,8.3243,1.001,20.37,6.24,0.052245,1.0,0.538872,4.0,90.34144407542,37.61777223798,9.19611,9.539177,1,40167688,,,,
165459595,3458993663212679168,44042,3.337,EA,0.11,18.683,0.983,,,0.110297,1.0,0.345137,4.0,180.19204054596,-40.35450185683,9.315,9.520673,1,62789581,,,,
165458777,3459295238636660352,94420,0.292672,EW,0.086,16.268,1.076,,,0.128965,1.0,0.44543,4.0,180.15134893562,-39.25975313085,10.176,10.72601,1,34090187,,,,
403037785,346092282940909568,51,1.3573091,EA,0.187,35.153,1.497,,,0.041341,1.0,0.201517,4.0,29.21468384879,42.10060593758,9.8096,9.955198,1,39488503,,,,
165456443,3460989036299055104,469666,4.31449,EA,0.094,11.302,0.862,-20.0,3.99,0.011299,1.0,0.158709,4.0,179.96409712336,-36.14827232694,9.1914,9.41789,1,34106575,SB1,4.314578216581657,-7.3326737726097,0.0
134902595,3461200859790898048,610017,1.382521,EA,0.109,23.829,1.233,-29.2,13.35,0.030521,1.0,0.099378,4.0,183.84795114026,-37.20944634252,12.0306,12.406067,1,62815222,,,,
389258220,3463031963263459968,493323,0.559793,EA,0.227,108.64,2.253,35.63,14.43,0.045662,1.0,0.103447,4.0,182.61911511903,-34.3093564047,11.5849,11.981655,1,62789015,,,,
157175641,3464532418676024064,8049,0.37023198,EW/RS,0.076,7.0345,0.976,,,0.028344,1.0,0.921296,4.0,175.70033890366,-35.81597379544,8.9234,9.27317,3,60865034,,,,
142209361,3467250755019227392,16107,2.1755,EA/KE,0.095,14.036,1.127,,,0.103471,1.0,0.170385,4.0,180.36555534437,-32.22627021394,10.3907,10.76863,1,62799758,SB2C,2.175621471501332,30.375725647969936,12615680.0
142262969,3467432208797826432,94456,15.514862,ED,0.133,25.786,1.003,,,0.051943,1.0,0.087972,4.0,180.59362364967,-31.37365666543,10.262,10.602425,2,62809320,,,,
390554357,3471021663289103872,16299,3.64741,EA,0.478,163.24,2.546,,,0.070752,1.0,0.652584,4.0,190.08010673722,-29.61511297535,8.1786,8.21993,2,62785767,,,,
402107145,3474477638789241088,16292,0.2923355,EW/RS,63.445,3300500.0,,,,1.935241,1.0,0.049955,2.0,182.33614934535,-27.98207046813,8.194,9.206937,1,34098434,,,,
286191384,3475630373651642496,95031,3.612093,ED,0.116,16.419,1.004,,,0.073425,1.0,0.935371,4.0,187.25944221114,-26.25539129346,9.736,10.15378,1,34099768,SB2,3.612106315246242,-6.337879955248685,8388608.0
57532920,3477165326245361280,732719,2.7158,EA,0.346,181.91,2.658,-37.13,22.33,0.007952,1.0,0.3947,0.0,173.2701113939,-33.93905648745,11.314,11.779963,1,60933814,,,,
57467798,3478032840919541632,733957,3.0716,EA,0.055,3.3845,0.95,10.05,4.75,0.007299,1.0,0.213857,4.0,172.69525068579,-33.1796623977,12.6234,13.012971,1,60863668,,,,
293083061,3480111154116691200,492939,1.467948,EA,0.099,16.131,1.147,80.11,13.09,0.018362,1.0,0.458566,4.0,178.13840083148,-29.23320546704,11.5281,12.031981,1,60859080,,,,
32636486,3480399608417014144,93927,0.400068,EW,0.218,93.338,1.473,9.59,11.44,0.039798,1.0,0.093857,4.0,175.99666242091,-29.86660171401,11.146,11.564337,1,60859069,,,,
98938601,3485834700551731200,493115,5.63582,EA,0.052,3.498,0.966,14.16,8.08,0.024364,1.0,0.174834,4.0,180.45224294729,-29.35425815471,12.3929,12.789707,1,62808012,,,,
77555999,3487451017004473600,94266,0.510952,EC,0.16,42.366,1.342,90.01,18.1,0.053803,1.0,0.799162,4.0,178.87981582341,-26.29922943059,10.6844,11.086473,1,60858239,,,,
98954821,3489511776672368256,626708,5.0089,EA,0.203,68.244,1.68,10.03,12.72,0.118148,1.0,0.328797,4.0,180.96841003177,-24.46232733025,11.3287,11.705383,1,60852474,,,,
32658723,3490655440564052352,739623,5.5272,EA,0.059,5.1538,0.942,1.5,9.42,0.011016,1.0,0.173262,4.0,176.28852310503,-25.95274114832,11.7502,12.146029,1,60849681,,,,
407420381,349104807361350912,555352,0.3446452,EW,0.082,8.9843,0.997,,,0.050208,1.0,1.035985,4.0,27.51590258744,42.44500593035,9.27212,9.732154,1,39489935,,,,
413376180,3492502001623237888,409091,1.354133,EP,0.0,0.0,1.059,34.82,1.22,0.165407,1.0,0.743051,4.0,176.73904269138,-22.56300481892,12.7492,13.332151,1,60849635,,,,
9384580,3496940661345579776,95461,0.314508,ESD,43.842,2136000.0,,,,0.192777,1.0,0.345925,2.0,191.55248816391,-25.56007863594,10.8623,11.768872,1,62803145,,,,
437297176,3502027895487713152,411862,4.39619,EA,0.205,28.076,1.048,-6.6,12.13,0.020506,1.0,0.401523,4.0,191.47283380192,-22.63037694723,7.81876,7.964227,1,34089676,,,,
415873588,3503954274219565696,96035,3.491139,ED,0.09,11.637,1.055,,,0.065502,1.0,0.395242,4.0,197.82265683575,-23.59040441698,9.42159,9.835048,1,34098770,SB2C,3.4911414066913915,-26.18114426174424,12615680.0
5981829,3508402107991265920,411886,1.79908,ESD|ED,1.074,1186.6,7.718,37.48,19.83,0.168573,1.0,0.663297,4.0,193.68563475489,-21.31098577551,9.0986,9.501412,1,34101063,,,,
452734608,3508999005366339200,37846,1.9945051,EA/DM,1.273,859.72,6.221,,,0.061242,1.0,0.708662,2.0,195.47262309333,-19.77465997484,7.7217,7.93099,1,34097617,,,,
219699532,3509530997195469312,281422,1.08118,EA,1.307,1943.5,9.872,,,0.017195,1.0,0.662506,4.0,192.37613367291,-19.89647442079,8.29656,8.697658,1,34097369,,,,
398985393,3509855662363361920,95572,0.439468,EC,1.151,1969.7,8.531,5.42,3.68,0.102038,1.0,0.487683,2.0,192.71847514808,-19.3173455152,9.91691,10.333817,1,34107574,,,,
347809861,3511171223730060672,37844,1.8107646,EA+DSCT,0.316,151.18,2.537,19.05,9.73,0.079086,1.0,0.870573,4.0,198.8363978761,-17.47136796279,8.81732,8.940081,2,62783472,,,,
347810193,3511286126991100160,96159,0.328493,EC,0.183,63.191,1.571,19.09,16.02,0.12249,1.0,0.021433,2.0,199.00769737163,-17.24750822033,11.0568,11.556803,1,62817150,,,,
83113607,3515385553016097792,2213525,4.44391012,EA,0.093,12.641,0.974,7.07,4.72,0.280517,1.0,0.294337,4.0,188.32090946561,-20.84271652603,11.3297,11.765171,1,62788875,,,,
434515577,3516104217008286208,10694,0.31661996,EW/KW,0.085,10.088,0.967,,,0.033174,1.0,0.603042,4.0,190.06267823688,-18.80026139198,8.4649,8.869456,1,34107796,,,,
423591132,3516570998349520256,94913,1.259193,EA,0.181,51.032,1.504,18.9,12.72,0.033761,1.0,0.422482,4.0,186.03438344513,-19.23253849835,10.381,11.075301,1,62813669,,,,
22457438,3516731630126883072,95003,0.360679,EC|ESD,0.098,12.734,1.139,-19.34,2.54,1.570289,1.0,2.721462,0.0,186.88981186093,-18.60776721991,9.305,10.587087,1,34101332,,,,
83135408,3516870237310861312,95172,1.801677,ED,12.135,140980.0,,,,0.013938,1.0,0.288148,2.0,188.6273396684,-18.43393871352,9.4639,9.852942,1,34092747,,,,
429353316,3518163159905933696,708132,0.303357,EW,3.709,18001.0,21.838,-26.44,4.23,0.155115,1.0,1.22734,1.0,183.53276218987,-19.88224873093,10.5741,11.206765,1,34097945,,,,
349053146,3519970379064786944,94805,0.587476,ED,0.32,178.34,3.199,24.98,12.71,0.068748,1.0,0.515432,4.0,184.84576154016,-17.90904111006,11.5762,12.219536,1,60855790,,,,
345899523,3524451335624655232,95587,6.716896,ED,0.116,18.811,1.103,-27.12,2.55,0.091083,1.0,0.325311,4.0,192.89023832813,-15.51519800451,11.3118,11.747152,1,34098247,,,,
1630690,3526392970080122752,95121,0.413664,EC|DSCT|DSCTr|ESD,0.071,7.4917,0.858,,,0.056709,1.0,1.315358,4.0,188.19244407295,-16.4388619058,10.0492,10.409554,1,34092509,,,,
181861434,3526947635041083392,95330,0.191573,DSCTr|EC|ESD,0.164,45.363,1.092,8.79,26.17,0.055352,1.0,0.365552,4.0,190.11747175724,-14.98380035421,11.0306,11.407571,1,62788000,,,,
181862539,3528976341368900096,10710,3.1445358,EA,0.213,67.418,0.895,,,0.082407,1.0,1.885104,4.0,190.31646901884,-13.01389896264,5.4558,5.751549,2,62800051,,,,
168384614,3532312225289255040,16359,2.267701,EA/DM,0.422,252.28,0.933,47.24,16.05,0.03116,1.0,0.611014,4.0,166.48987497357,-27.28785352984,5.75596,5.672903,4,33270438,,,,
437242640,3537110837630877568,409085,4.3176782,EP,0.094,10.91,0.855,49.84,0.21,0.082061,1.0,1.265346,4.0,165.39957428215,-23.86066305137,9.7566,10.205273,3,33314976,,,,
219698950,3540018633568783488,409090,3.446459,EP,0.081,9.2813,0.97,-10.31,0.84,0.018397,1.0,0.326108,4.0,175.52533584516,-23.35484201381,11.5122,11.926996,1,60850531,,,,
437268723,3540349620928254336,93699,1.21841,EA,0.113,20.255,0.9,-15.5,17.13,0.105234,1.0,0.135078,4.0,173.9989147342,-22.5802817972,10.9813,11.423014,1,60932588,,,,
293066086,354062574010302208,405,0.46543,EA+BY+UV,0.508,398.34,4.391,-63.97,20.45,0.007741,1.0,0.906326,4.0,35.60774412859,47.48884027589,10.0389,10.942506,1,39476248,,,,
437248515,3545873945303316224,409088,3.405909,EP,0.082,9.0719,0.993,0.1,1.12,0.139887,1.0,0.459597,4.0,169.43899111551,-19.0547826755,11.4553,11.808523,2,33219223,,,,
